inventory_id,product_id,store_id,stock_quantity,last_updated
611e79a8-9a87-475e-99ce-411482ea122d,5b251d25-b04e-4219-9970-ce30ee7fef37,e64a1caa-52a9-4281-8ead-776a6dccb01d,95,2025-04-27
3e0d51fa-4a73-47de-9c88-73569cc1b873,8f98f760-b358-4f71-a549-84d90ed5d781,e64a1caa-52a9-4281-8ead-776a6dccb01d,167,2025-04-27
edd25dc7-0410-484e-8232-4801c939c6e9,7d67101f-ab50-4658-838e-52bc3a69b263,e64a1caa-52a9-4281-8ead-776a6dccb01d,168,2025-04-27
3ef020d2-e3be-4d65-a921-5d029978010b,57c75c69-e64b-4029-a135-b2713962f03a,e64a1caa-52a9-4281-8ead-776a6dccb01d,149,2025-04-27
7964ee18-afc8-403c-a7a6-76283a9c8145,f6848d78-abd8-45f8-a362-a76fc28a1a25,e64a1caa-52a9-4281-8ead-776a6dccb01d,22,2025-04-27
03e3ed47-737d-48b3-9a2d-bc4f2d726ae2,e083b495-7a89-45b6-885a-0962031e78dc,e64a1caa-52a9-4281-8ead-776a6dccb01d,144,2025-04-27
50f4b799-99b6-450a-b742-333e4b7e4fdc,f80f1e5d-6f13-486b-b33a-c5540808e556,e64a1caa-52a9-4281-8ead-776a6dccb01d,131,2025-04-27
74b5602f-96a3-4a94-9eab-f56ab4fd4a83,2f8f9916-59e5-4ccc-bcd5-96c52d0fa823,e64a1caa-52a9-4281-8ead-776a6dccb01d,147,2025-04-27
55e47296-c882-4299-9d44-1c77f9350a50,6f6ef676-3bc7-4ca8-9800-2df68fb8dfef,e64a1caa-52a9-4281-8ead-776a6dccb01d,188,2025-04-27
0c0fb9ba-e34b-4d77-bd01-04a0fbc64c3f,58f13f97-6a84-4701-b3c6-d44ac6664572,e64a1caa-52a9-4281-8ead-776a6dccb01d,140,2025-04-27
7ad254d2-4a84-4780-ba65-42dcf01c22ea,108ae049-3559-4559-a6ee-888776a9af4d,e64a1caa-52a9-4281-8ead-776a6dccb01d,148,2025-04-27
9768c503-f14e-4248-8a7d-c95fe8c65b09,f9706f0e-e6f4-4928-a496-73341e2fbb36,e64a1caa-52a9-4281-8ead-776a6dccb01d,142,2025-04-27
8d5d7377-fdce-4165-8de7-0a60f350fdbe,68e0ce09-561a-42dd-bf94-b1a8ced50582,e64a1caa-52a9-4281-8ead-776a6dccb01d,80,2025-04-27
3392f9fa-baf5-438c-9283-8e31d457981b,9d137358-ef86-435f-a86a-cb9f934b4fa1,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,137,2025-04-27
a79373a1-3eb9-43e5-a15a-526feaa6053c,5f5f0f27-f448-49d7-8c95-d927344f8f74,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,88,2025-04-27
a6f49cec-6807-4e1e-acfe-4fbccc7ded2d,c2eab2d6-7595-4164-96b3-485fd59dcf1d,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,80,2025-04-27
7346188d-cd37-41cb-b4ca-db70e60a5944,196c7413-b31a-4fca-9fea-f22e43e3d4ce,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,41,2025-04-27
c9f1b041-1e1d-48b9-ab00-9cc5126072b8,cf195a91-a862-4e34-b54b-a25f0dbe968d,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,43,2025-04-27
f4482c92-f5d2-4b51-b635-d536ea9a5522,2c47c486-f209-4606-86d5-648b76585ab5,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,12,2025-04-27
6e8c95aa-b8fd-46f8-9021-8f4d135b18ab,a4b74554-4926-4a59-bd4c-e1d569c79319,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,158,2025-04-27
1294bda5-086c-4394-90a1-3f3b99be9a5d,ccf81f26-eb0d-473e-9c05-4a83311a4ed1,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,139,2025-04-27
7aebcb47-2ca5-4dd2-9ad3-ff0b82d42147,9b28ce27-6716-4587-9d1e-962ba6856e6d,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,150,2025-04-27
a45055c4-6076-45e9-99f2-acd7f31c8204,dc449ca1-7933-4a72-9715-67bbd8b3d507,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,111,2025-04-27
de009818-aaa5-4d45-90f7-826f7b5d08f6,e083b495-7a89-45b6-885a-0962031e78dc,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,119,2025-04-27
2a556950-b61c-45d6-9d84-cbc3e73b0ebe,5cdbb750-9ae3-4f00-ae39-68ec25aa8906,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,104,2025-04-27
fd12a349-4bf5-4dfc-9c73-1b53083e2e5f,467df7c7-d5f6-442d-91a7-0089625f1e18,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,114,2025-04-27
7e546c39-875e-491e-8f0d-42b6c0841ba5,1c067d96-0ad0-406a-a0fb-9ecfbbf4057c,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,57,2025-04-27
8a51541c-2328-446b-a2a2-7bb556214f4f,070f6536-1b20-43b1-8424-afe086e973b5,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,104,2025-04-27
082158b9-e078-447a-9017-93e051da558e,301128e0-0e9a-45cf-8508-86ed2da812e5,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,34,2025-04-27
51498dfc-8eb8-4322-a72e-9016742a2e75,fe903cfe-e8bf-4a7c-9399-dbead5daa645,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,174,2025-04-27
5fefeab8-f8f1-4c34-b192-51adf5443256,57c75c69-e64b-4029-a135-b2713962f03a,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,44,2025-04-27
2a4da087-3cd6-4082-ae2a-3ec43e9be3d1,22f6f7e8-2236-46fc-ba98-1269fd8354b4,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,98,2025-04-27
eb59832d-f9f0-4475-9e96-1276c92636f2,3487725c-5d06-4b8c-88dc-f0936d77abc5,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,118,2025-04-27
186f3f39-0be6-4609-a71b-0711f546030a,7901e0ee-4d10-4dfd-a353-d6669804340e,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,196,2025-04-27
b9ed9bde-1f74-4617-9a84-498bc25ae171,f7778c1c-a521-4901-8a30-58b7635e357b,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,19,2025-04-27
bf55a93a-99a0-458c-a28d-4a4e5d252500,f1782b20-3c1e-4d81-9452-a308c21b1371,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,57,2025-04-27
05e045ba-796a-4bce-a67a-02df2ab2c846,e7da2d61-63e1-4fad-8d92-00fac1c72a48,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,154,2025-04-27
f444d8f7-d178-4ff4-9114-85b3bbb692cd,7bb7b23e-69f2-4a85-95d6-cac6454c9f98,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,177,2025-04-27
cd9e656e-0978-42d9-9e60-fe31b78c6b14,22630224-ab8c-417f-9e32-51892c29bdc7,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,193,2025-04-27
8d28f519-05f5-45b6-b39a-cd005bb521e2,506930cd-62ff-47e7-84e1-d3e54c9366b6,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,131,2025-04-27
01c8c747-e434-4126-b5f6-7b1c9bddfe11,1615cab0-a35d-4e6f-a3f3-c78a10996cf0,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,167,2025-04-27
b43e542f-fc78-4b29-9970-433f80bb251f,f4e33969-e10a-4e6f-b464-8834364fb599,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,179,2025-04-27
0c1996e6-4656-4cf1-93f0-f16360d2c32d,15d6bc91-4e7d-4b32-a760-66c1b653985b,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,137,2025-04-27
f749b6c0-ca72-41c2-8d27-285ea42a5c14,35dc85be-10c9-4ae6-b435-d36b4db15750,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,19,2025-04-27
e9a36e81-214e-498e-a04f-825602c05ccb,d482c9f9-c3c6-4874-b7b7-614f78d63e35,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,125,2025-04-27
2aabc54b-05f8-4816-a839-f3ccdfa84f40,876118fb-438d-49f7-9d92-23a1743d3ae0,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,136,2025-04-27
b6ffb8d6-8def-4b5e-9b44-01cd10ec5769,059bb541-ab3f-4058-9f8a-c9181188a1fa,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,182,2025-04-27
78ca98f3-974c-490f-b23e-b7a0fb68102a,d6daca9d-f605-449c-96d6-17b174697953,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,136,2025-04-27
8f0f5cde-62e9-49e3-a521-69315c49f7d1,aaf5e286-b553-4733-ac4f-70826bd35646,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,86,2025-04-27
1e61d487-6ff9-476c-8a1b-8fe1a79d848f,067b9d80-7a1b-4f17-b691-c5dfe0cb8139,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,122,2025-04-27
555ed9dd-0ff4-4dcf-9358-bc4681063885,2c457b1e-cc75-48d8-ba87-7099a23eafc1,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,58,2025-04-27
05f26f91-32c2-4d53-b729-084146361010,60f19de9-b8c1-48f4-945e-c163a77abbd5,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,26,2025-04-27
772dc226-a3ca-4578-9bd3-8d659f916fe8,68e0ce09-561a-42dd-bf94-b1a8ced50582,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,16,2025-04-27
f232e9b8-fb31-44e6-bbd1-70529eb0d980,18054f46-2758-43cb-91a8-c21daabf7f9c,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,118,2025-04-27
d3958075-81a5-49cd-b6d1-0996b563b912,3d486c97-e6f7-40d9-952c-1e9c563f4458,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,81,2025-04-27
4f7d0bc2-5521-4080-ad8e-7395cabf1bf6,58f13f97-6a84-4701-b3c6-d44ac6664572,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,16,2025-04-27
8d787239-be51-4930-986a-21caff2ee6d0,4ba2ef5c-183b-4551-a2a3-fef1c0e75f5a,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,58,2025-04-27
aef38a75-7f18-414e-915b-e0b10a4f9428,f1452f2f-5323-4fdc-a9f4-98415a5d25d1,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,18,2025-04-27
1fd14ccb-5f03-42e8-91b3-897c8d87d106,5c03fe15-5c93-497c-9e47-afd774d5e68d,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,178,2025-04-27
a8c032eb-d515-43af-b5b8-bb0e9765623f,12f39d30-aedc-41cb-a82b-20824c24ada3,b7b2e5b4-97af-4566-8ce7-8b23b15e474d,94,2025-04-27
c7b83849-1a55-436a-ba5e-0b4c5f6ea115,03b2bebc-350e-47cd-8be3-864886cc3c83,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,82,2025-04-27
e7c1b2ac-14a6-4464-9c2a-91f04a31e4d5,85ed4f37-725d-4bae-8374-5b8a5c01367b,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,10,2025-04-27
247310bf-432e-4cea-a663-43840e1aa2a5,29d4086f-68bb-4c48-9d9a-1419bc93b9d0,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,16,2025-04-27
bda228e2-f816-4a0c-a761-67628b9a4062,f1452f2f-5323-4fdc-a9f4-98415a5d25d1,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,120,2025-04-27
1006eaa7-3170-41f2-9868-06b93de072cb,1c067d96-0ad0-406a-a0fb-9ecfbbf4057c,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,61,2025-04-27
5e5bad02-8394-4c64-b9a6-6fd51ca1503d,fa5dee44-0431-4fc6-9bb3-03d24b7a36a3,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,186,2025-04-27
e1326595-9cfa-46f4-b692-39778a838c18,fbc75d16-8a39-463a-bd8f-79e762427c37,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,194,2025-04-27
ab5d18e0-aaf6-4e21-b58d-334daa4b7291,070f6536-1b20-43b1-8424-afe086e973b5,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,134,2025-04-27
6bf4e47d-b9b6-4ae6-93b6-88530dbd7df9,97586e93-1b29-4428-95f8-5e8b6b4ba6ff,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,82,2025-04-27
0520dc17-f3ed-40a1-b803-83c93a30057e,0f8ae942-9a38-4238-a1e0-42bc93b1fba8,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,16,2025-04-27
6cfb0f6d-0e34-46d1-8438-4392014be7c0,6a5fd02b-6cb7-4654-991a-6d12f5c63b80,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,74,2025-04-27
f0b9b46f-77f7-4274-8056-60da67467f9c,6f6ef676-3bc7-4ca8-9800-2df68fb8dfef,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,28,2025-04-27
026cda5e-3e28-40d4-87d4-42f07379c855,f4e33969-e10a-4e6f-b464-8834364fb599,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,139,2025-04-27
3c1535e6-882f-4ffd-9c3b-749c08112e19,9d137358-ef86-435f-a86a-cb9f934b4fa1,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,145,2025-04-27
a55600cd-50fe-4ed5-83ba-a57dc52b15a9,f0156221-9db5-4516-85ac-28dec934afc3,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,142,2025-04-27
84224fba-a525-49f6-8359-7f5c4b775235,d52b0ef2-209e-4f35-805a-f4b80c9c8f4f,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,196,2025-04-27
47739452-7df4-4283-bb83-7b13bd31547c,22630224-ab8c-417f-9e32-51892c29bdc7,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,165,2025-04-27
493bdd3a-6e35-4dc3-9ee7-5c92e715744b,3b25988f-5b20-4eca-82e5-1cf3b0864046,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,199,2025-04-27
57c26026-9394-4a69-984f-11da1fc9a664,2f2344eb-5361-4e41-a8f8-6646281715d7,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,116,2025-04-27
63360e79-e52a-4639-9c30-a361195ef94e,e7da2d61-63e1-4fad-8d92-00fac1c72a48,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,105,2025-04-27
3fbc5ddb-7020-4fac-baac-5a1fed93c14b,32c0f171-d284-4d1c-9646-e320c2435f38,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,91,2025-04-27
5a9bb7bc-01ce-4dd3-bad3-9bdb9d9316a2,c8596a81-f888-4969-8237-463431d6db33,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,41,2025-04-27
f467a430-17a0-4b30-87cf-5bc259890f5c,9239c6b0-b12a-4335-96c6-97ff348eb47e,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,176,2025-04-27
8846f50d-7a63-4905-89f1-e2d5305b3e46,d657f79b-2be5-4146-8a03-6487ac0c80a3,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,179,2025-04-27
61795a1a-9db6-4c34-8d8a-24d4896e2dbe,fb123971-1bd8-41d2-ac2d-a3912a316dc1,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,15,2025-04-27
9dcadd6b-677f-4fb7-a475-6416a02f65a2,d98f8673-7f3c-47e3-8e75-c80ccd1643c5,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,62,2025-04-27
aed92b65-a74d-4ca9-9f70-8c0fa7f6bfec,e3a56c87-1596-4cc8-ace6-990fa22b3d48,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,150,2025-04-27
6b06c66b-7c31-4acd-a918-86e9a5fbd62f,c6f1a5e3-8603-44cb-ab8c-78a4b2a35db0,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,144,2025-04-27
6f8b9087-6bc8-4a20-850a-a57f3a75c887,d01cfa2a-b5d3-4993-8d39-872038ddf6ec,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,194,2025-04-27
dd24290f-d282-481c-afa6-17debf32d025,1500340f-acf3-48ce-9247-2e4b5f8f2c13,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,129,2025-04-27
771b7252-740a-4413-a6be-cbbccf048f8a,506930cd-62ff-47e7-84e1-d3e54c9366b6,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,67,2025-04-27
0a3cf430-d139-42a1-9ceb-cbc7d734207a,d8b3fea9-cc17-40e5-8d99-16f93f58d18b,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,193,2025-04-27
fa0d4ccb-aa0d-4187-9fc3-d05899e37b62,46429422-bcc9-4769-97d7-738749b85db4,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,67,2025-04-27
cc613063-da37-4ab5-aea1-acb51e0f5f75,1b206013-c858-44a2-9649-7aeba6c689f1,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,108,2025-04-27
878ece8b-d323-4b98-a727-b76464d1ab18,6d962741-5b63-4403-9bd0-0c2fbff5cbd4,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,37,2025-04-27
ddc8f1da-bab3-4235-bcb1-b7e4ebb46f16,15d6bc91-4e7d-4b32-a760-66c1b653985b,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,155,2025-04-27
ad2c893a-56a9-458f-8015-fd1af17a9d3c,e3980fb5-6275-4b22-8ca4-307561ef81a0,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,76,2025-04-27
47d0fce8-83a2-4b33-aa54-4df1ef3a1adc,1cbbc69a-c209-4d08-bb10-eae6e26f5bd8,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,16,2025-04-27
3ea89a12-9135-4e60-8902-3605f7da3f6f,f48cf256-b1a4-4683-90aa-af102747d296,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,127,2025-04-27
1c4c6878-8edb-4102-966c-ab72b198ce97,d36d1cdb-e049-4598-9ad4-864ebeed6885,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,192,2025-04-27
53051b3a-0f96-4956-947d-c5df6ba6922d,f6275d7e-8e13-4b00-bbfd-b4c8b2cc9fea,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,138,2025-04-27
7d39c57a-a5ae-4d61-a43d-4862967f531b,467df7c7-d5f6-442d-91a7-0089625f1e18,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,38,2025-04-27
33b152b7-980b-4c25-a3ae-4be46a1d66f0,fc73ad22-e21e-4e93-b7c5-99341e60ddaf,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,133,2025-04-27
5549fb65-ef24-4b9c-919d-6f746ff4996c,a4b74554-4926-4a59-bd4c-e1d569c79319,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,10,2025-04-27
1d303328-e9f0-4d50-8910-996ca6713f22,7459fdf8-aff3-4292-922b-61401eeda4c7,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,70,2025-04-27
9dbff6f7-bc1d-46a4-af33-f06b2fcab14f,438ca8de-7f43-4e42-81e0-8b2f4520cfdc,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,35,2025-04-27
5f268321-db59-4316-af40-7cc34c87c3b4,1d61dfd7-37c0-4975-a624-64c3ffd7d4cd,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,158,2025-04-27
3f72b41c-fc46-4880-b289-aa3f687f0836,2c457b1e-cc75-48d8-ba87-7099a23eafc1,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,178,2025-04-27
3da2a3ce-c8a0-4fee-b5db-e29163709db7,b59070a0-d1ff-43f9-82f3-ddc2e5c3e5c3,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,50,2025-04-27
49c6cd3f-fa2e-416d-b1ee-47b0344871cb,6dd8b5a5-8c29-4ff3-8818-1d4d59770cd4,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,176,2025-04-27
9672a439-1ccd-4bcc-b843-b3cdbd9885a8,362bbaec-9fe1-4695-9c4c-c2ab88b68e55,a4fb18a6-c245-4517-8e2d-e3838d1a7d91,30,2025-04-27
ff97ee46-e969-4f72-ac43-491a4189a13f,d482c9f9-c3c6-4874-b7b7-614f78d63e35,b9610d4a-d59e-48e8-9141-c37f3fdf2678,44,2025-04-27
5a8fe13e-ffa7-4dca-acd3-c4ca49fd966b,301128e0-0e9a-45cf-8508-86ed2da812e5,b9610d4a-d59e-48e8-9141-c37f3fdf2678,200,2025-04-27
84f67438-5c29-4b3c-9716-94d042d24d42,96fdbaba-334c-48eb-947c-6245c4f37d54,b9610d4a-d59e-48e8-9141-c37f3fdf2678,172,2025-04-27
9af652cd-faf8-49fd-b2a4-5bfb9dcf83d2,9244f47c-92ee-4c14-9bd2-c012fe33196a,b9610d4a-d59e-48e8-9141-c37f3fdf2678,159,2025-04-27
642532b2-7f26-4e05-98a9-94c1893ea15e,62ae7667-2d44-4664-9413-6000f6594caf,b9610d4a-d59e-48e8-9141-c37f3fdf2678,125,2025-04-27
6d4483c6-676e-4b98-8808-1a0d341dd311,c6c2f002-e882-4d44-a221-5be1701cb1e7,b9610d4a-d59e-48e8-9141-c37f3fdf2678,198,2025-04-27
1531da8f-9502-4645-a9fa-1d9a7d306b7a,1bcf570f-2282-4fe2-860f-683da83b033d,b9610d4a-d59e-48e8-9141-c37f3fdf2678,194,2025-04-27
63ff2202-c836-412d-b4c3-83fff53644a0,b59070a0-d1ff-43f9-82f3-ddc2e5c3e5c3,b9610d4a-d59e-48e8-9141-c37f3fdf2678,55,2025-04-27
c8780f52-3d40-41e5-b070-2bab03ab78c8,690d21ed-3eda-494f-bae3-dfd1cad57461,b9610d4a-d59e-48e8-9141-c37f3fdf2678,86,2025-04-27
86c3cb69-dc84-4195-929b-1224cd4d7015,82439152-aaf4-460a-95d5-cbffb66e007f,b9610d4a-d59e-48e8-9141-c37f3fdf2678,129,2025-04-27
54215104-a155-48cb-8bc3-5a3c06ae9fb3,5eeb5f2d-d738-48d5-a7c4-7778c2afeaa6,b9610d4a-d59e-48e8-9141-c37f3fdf2678,83,2025-04-27
32cdd834-9a4c-4600-84c2-fc9c797e7308,bde675aa-3f9f-4336-903e-2960368504a1,b9610d4a-d59e-48e8-9141-c37f3fdf2678,18,2025-04-27
dc6c9cfe-4fb8-4497-bec4-2c55aef87ab2,c80f9a86-560d-4809-beb3-026c96206ea4,b9610d4a-d59e-48e8-9141-c37f3fdf2678,103,2025-04-27
e3507cf2-4deb-4ae8-afdc-85a903ea9e2a,8e8bc4d9-e0ed-48e2-9753-657f5db5ff8b,b9610d4a-d59e-48e8-9141-c37f3fdf2678,63,2025-04-27
7bcd617f-064a-408c-a95e-5035e8b2a65c,506930cd-62ff-47e7-84e1-d3e54c9366b6,b9610d4a-d59e-48e8-9141-c37f3fdf2678,80,2025-04-27
e2d09b14-eb3c-4d5c-972c-f323469aff2f,f1452f2f-5323-4fdc-a9f4-98415a5d25d1,b9610d4a-d59e-48e8-9141-c37f3fdf2678,52,2025-04-27
25ff50e7-476c-439d-9834-9f2e9a221a1e,18054f46-2758-43cb-91a8-c21daabf7f9c,b9610d4a-d59e-48e8-9141-c37f3fdf2678,91,2025-04-27
0e8296e8-7acf-4277-bf05-502d61bd35ce,17750dce-db0f-4999-80ca-b93ec79b48dc,b9610d4a-d59e-48e8-9141-c37f3fdf2678,117,2025-04-27
e86b0364-2798-40a2-8bc4-2e35c43480c6,e7da2d61-63e1-4fad-8d92-00fac1c72a48,b9610d4a-d59e-48e8-9141-c37f3fdf2678,180,2025-04-27
